관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편의시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
48820-00007,수남공원,수변공원,-,경상남도 고성군 고성읍 수남리 511-14,34.96256012,128.3183562,133365,-,-,-,-,-,2009-01-08,경상남도 고성군청,-,2019-09-06,5420000,경상남도 고성군
48820-00006,연꽃공원,수변공원,-,경상남도 고성군 상리면 척번정리 89-1,34.993798,128.186149,15163,-,-,-,-,-,2009-01-08,경상남도 고성군청,-,2019-09-06,5420000,경상남도 고성군
48820-00005,양지공원,어린이공원,-,경상남도 고성군 회화면 배둔리 372-1,35.060263,128.371839,3863,-,-,-,-,-,1989-10-21,경상남도 고성군청,-,2019-09-06,5420000,경상남도 고성군
48820-00004,가례공원,어린이공원,-,경상남도 고성군 회화면 배둔리 1288-19,35.057643,128.372777,3400,-,-,-,-,-,1989-10-21,경상남도 고성군청,-,2019-09-06,5420000,경상남도 고성군
48820-00012,군호마을 소공원-3,소공원,-,경상남도 고성군 하이면 덕호리 1339-1,34.931045,128.119733,1722,-,-,-,-,-,2016-01-07,경상남도 고성군청,-,2019-09-06,5420000,경상남도 고성군
48820-00011,군호마을 소공원-2,소공원,-,경상남도 고성군 하이면 덕호리 1342-1,34.930707,128.119502,990,-,-,-,-,-,2016-01-07,경상남도 고성군청,-,2019-09-06,5420000,경상남도 고성군
48820-00003,왕릉공원,역사공원,-,경상남도 고성군 고성읍 송학리 475-1,34.97937123,128.3210129,49784,-,-,-,-,-,1965-01-08,경상남도 고성군청,-,2019-09-06,5420000,경상남도 고성군
48820-00002,동산공원,근린공원,-,경상남도 고성군 고성읍 동외리 산76,34.973548,128.333195,109511,-,-,-,-,-,1965-01-08,경상남도 고성군청,-,2019-09-06,5420000,경상남도 고성군
48820-00001,남산공원,근린공원,-,경상남도 고성군 고성읍 동외리 595,34.96732073,128.327117,805324,-,-,-,-,-,1965-01-08,경상남도 고성군청,-,2019-09-06,5420000,경상남도 고성군
48890-00001,대야성근린공원,근린공원,경상남도 합천군 합천읍 합천리 218,경상남도 합천군 합천읍 합천리 218,35.56179158,128.164163,158480,운동기구 1식,-,-,-,-,1973-04-25,합천군 도시건축과,055-930-3424,2019-06-19,5480000,경상남도 합천군
48121-00062,꿈동산,어린이공원,경상남도 창원시 의창구 봉곡동 5,경상남도 창원시 의창구 봉곡동 5,35.248733,128.655473,691,-,"조합놀이대1, 그네1, 흔들기구2",-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00080,무동3호,어린이공원,경상남도 창원시 의창구 북면 무동리 121-4,경상남도 창원시 의창구 북면 무동리 121-4,35.31995929,128.5819532,10114,-,-,-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48129-00050,가람공원(어린이공원33),어린이공원,경상남도 창원시 진해구 용원동 1339-4,경상남도 창원시 진해구 용원동 1339-4,35.087521,128.813516,3025,-,"조합놀이대, 시소, 흔들놀이기구",-,-,-,-,경상남도 창원시청,055-225-7153,2019-09-24,5670000,경상남도 창원시
48121-00025,국화,어린이공원,경상남도 창원시 의창구 도계동 341-3,경상남도 창원시 의창구 도계동 341-3,35.259182,128.636181,1599,-,"조합놀이대1, 그네1, 흔들기구1",-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00024,개나리,어린이공원,경상남도 창원시 의창구 도계동 358-1,경상남도 창원시 의창구 도계동 358-1,35.26097048,128.639965,1710,-,"조합놀이대1, 그네1, 흔들기구2",-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00023,진달래,어린이공원,경상남도 창원시 의창구 도계동 321-1,경상남도 창원시 의창구 도계동 321-1,35.262845,128.639413,1592,-,"조합놀이대1, 시소2, 그네1, 기타1",-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00062,꿈동산,어린이공원,경상남도 창원시 의창구 봉곡동 5,경상남도 창원시 의창구 봉곡동 5,35.248733,128.655473,691,-,"조합놀이대1, 그네1, 흔들기구2",-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00061,느티,어린이공원,경상남도 창원시 의창구 사림동 85-1,경상남도 창원시 의창구 사림동 85-1,35.24615,128.678759,1013,-,"조합놀이기구1, 그네1, 흔들놀이2, 회전놀이1",-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00059,벼리,어린이공원,경상남도 창원시 의창구 도계동 892,경상남도 창원시 의창구 도계동 892,35.25349585,128.639571,1895,-,"조합놀이대1, 그네1, 시소1, 흔들기구3",-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00058,소망,어린이공원,경상남도 창원시 의창구 팔용동 140-1,경상남도 창원시 의창구 팔용동 140-1,35.255126,128.609208,1596,-,"조합놀이대1, 그네1, 회전놀이기구1, 오르는기구1",-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00057,마루,어린이공원,경상남도 창원시 의창구 팔용동 130-5,경상남도 창원시 의창구 팔용동 130-5,35.256869,128.6116966,1596,-,"조합놀이대1, 그네1, 흔들놀이기구2, 오르는기구1",-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00056,미르말,어린이공원,경상남도 창원시 의창구 팔용동 93-5,경상남도 창원시 의창구 팔용동 93-5,35.253011,128.612955,1561,-,"조합놀이대1, 그네1, 흔들놀이기구3, 기타1",-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00055,이슬,어린이공원,경상남도 창원시 의창구 명서동 35,경상남도 창원시 의창구 명서동 35,35.251673,128.6473788,1500,-,"조합놀이대2, 그네1, 흔들기구4",-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00054,구슬비,어린이공원,경상남도 창원시 의창구 팔용동 182,경상남도 창원시 의창구 팔용동 182,35.260289,128.6135834,4824,-,조합놀이대1,-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00060,대나무,어린이공원,경상남도 창원시 의창구 봉곡동 157,경상남도 창원시 의창구 봉곡동 157,35.247768,128.674089,504,-,"조합놀이대1, 시소2",-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48125-00033,마산-진동2호공원(75호),어린이공원,경상남도 창원시 마산합포구 진동면 진동리 622번지,경상남도 창원시 마산합포구 진동면 진동리 622번지,35.119831,128.487423,2200,-,"조합놀이대 1개, 흔들놀이 3개",-,-,"파고라 2동, 운동기구 8개, 농구대 1개",1994-12-31,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00032,마산-진동1호공원(74호),어린이공원,경상남도 창원시 마산합포구 진동면 진동리 430번지,경상남도 창원시 마산합포구 진동면 진동리 430번지,35.117282,128.486814,2100,-,"조합놀이대 1개, 시소 2개, 그네 2개, 흔들놀이 5개",-,-,"파고라 3동, 운동기구 8개, 농구대 1개",1994-12-31,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00031,마산-어린이공원-85,어린이공원,경상남도 창원시 마산합포구 진북면 신촌리 11-8번지,경상남도 창원시 마산합포구 진북면 신촌리 11-8번지,35.140232,128.481395,5874,"농구장 1면, 족구장 1면, 배더민턴장 1면",-,-,-,"파고라 2동, 운동기구 6개",2009-05-21,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00030,마산-어린이공원-84,어린이공원,경상남도 창원시 마산합포구 진북면 신촌리 9-4번지,경상남도 창원시 마산합포구 진북면 신촌리 9-4번지,35.140406,128.480871,4639,"족구장 1면, 배더민턴장 1면",-,-,-,파고라 1동,2007-11-29,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00029,마산-어린이공원-83(진북5호공원),어린이공원,경상남도 창원시 마산합포구 진북면 망곡리 431번지,경상남도 창원시 마산합포구 진북면 망곡리 431번지,35.140605,128.483026,4353,농구장 1면,-,-,유적물 전시 월드라이팅,파고라 2동,2005-09-08,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00028,마산-어린이공원-82(진북4호공원),어린이공원,경상남도 창원시 마산합포구 진북면 망곡리 424번지,경상남도 창원시 마산합포구 진북면 망곡리 424번지,35.140671,128.4841,2017,-,-,-,-,"파고라 1동, 운동기구 3개",2005-09-08,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00027,마산-70호공원,어린이공원,경상남도 창원시 마산합포구 신포동1가 76-1번지,경상남도 창원시 마산합포구 신포동1가 76-1번지,35.201618,128.572129,1667,-,"조합놀이대 1개, 그네 1개, 시소 2개, 흔들놀이 2개",-,-,파고라 1동,2006-01-19,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48121-00051,당산목,어린이공원,경상남도 창원시 의창구 사림동 77-8,경상남도 창원시 의창구 사림동 77-8,35.243374,128.6800968,1143,-,-,-,보호수1본,정자1,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00050,윤슬,어린이공원,경상남도 창원시 의창구 팔용동 196,경상남도 창원시 의창구 팔용동 196,35.260878,128.61702,1921,-,"조합놀이대1, 그네1, 흔들놀이기구2",-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00049,한마음,어린이공원,경상남도 창원시 의창구 명서동 174-9,경상남도 창원시 의창구 명서동 174-9,35.246121,128.648563,1507,-,"조합놀이대1, 그네1, 시소2",-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00048,해오름,어린이공원,경상남도 창원시 의창구 신월동 43,경상남도 창원시 의창구 신월동 43,35.22997105,128.6895937,1940,-,"조합놀이대1, 그네1, 흔들놀이기구1",-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00047,양지,어린이공원,경상남도 창원시 의창구 신월동 23,경상남도 창원시 의창구 신월동 23,35.22724637,128.6946378,2498,-,"조합놀이대1, 흔들놀이기구3",-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00046,어울림,어린이공원,경상남도 창원시 의창구 용호동 22-1,경상남도 창원시 의창구 용호동 22-1,35.23808486,128.685362,2387,-,"조합놀이대1, 그네1, 흔들기구3",-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00045,퇴촌천,어린이공원,경상남도 창원시 의창구 사림동 26,경상남도 창원시 의창구 사림동 26,35.241064,128.6875202,1643,-,"조합놀이대1, 흔들기구2",-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00044,소나무,어린이공원,경상남도 창원시 의창구 사림동 50,경상남도 창원시 의창구 사림동 50,35.24267475,128.687487,1038,-,"조합놀이대1, 그네1, 흔들기구2",-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48121-00043,공룡,어린이공원,경상남도 창원시 의창구 사림동 117-1,경상남도 창원시 의창구 사림동 117-1,35.24708331,128.680996,1041,-,조합놀이대1,-,-,-,-,경상남도 창원시청,055-212-4501,2019-09-24,5670000,경상남도 창원시
48125-00019,마산-51호공원,어린이공원,경상남도 창원시 마산합포구 자산동 28-3번지,경상남도 창원시 마산합포구 자산동 28-3번지,35.204227,128.56101,1687,-,-,-,-,-,1986-11-28,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00018,마산-50호공원,어린이공원,경상남도 창원시 마산합포구 자산동 23-4번지,경상남도 창원시 마산합포구 자산동 23-4번지,35.206094,128.563011,1665,-,"조합놀이대 1개, 4인시소 1개",-,-,"파고라 1동, 농구대 1개, 운동기구 3개",1986-11-28,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00017,마산-42호공원,어린이공원,경상남도 창원시 마산합포구 교방동 362-7번지 일원,경상남도 창원시 마산합포구 교방동 362-7번지 일원,35.214707,128.563383,1500,"족구장 1면, 배더민턴장 2면",-,-,-,운동기구 10개,1976-12-09,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00016,마산-32호공원,어린이공원,경상남도 창원시 마산합포구 산호동 56-7번지,경상남도 창원시 마산합포구 산호동 56-7번지,35.217638,128.578533,673,-,조합놀이대 1개,-,-,운동기구 3개,1967-12-30,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00015,마산-31호공원,어린이공원,경상남도 창원시 마산합포구 산호북10길 5-1,경상남도 창원시 마산합포구 산호동 22-8번지,35.218705,128.583249,678,-,"조합놀이대 1개, 그네 1개",-,-,운동기구 1개,1967-12-30,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00014,마산-자산공원,어린이공원,경상남도 창원시 마산합포구 자산동 산96-9번지 일원,경상남도 창원시 마산합포구 자산동 산96-9번지 일원,35.201271,128.560392,20915,게이터볼장 1면,조합놀이대 1개,"주차장 1개소, 화장실 1동, 음수대 1개",야외무대,"육각정자 1동, 파고라 1동, 운동기구 8개",1979-05-24,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00013,마산-어린이공원-5,어린이공원,경상남도 창원시 마산합포구 우산동 149번지,경상남도 창원시 마산합포구 우산동 149번지,35.15341,128.554695,1637,-,"조합놀이대 1개, 정안경 1개, 트리오만화경 1개, 흔들놀이 3개",-,-,파고라 3동,2007-01-04,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00012,마산-어린이공원-4,어린이공원,경상남도 창원시 마산합포구 현동 1586번지,경상남도 창원시 마산합포구 현동 1586번지,35.14004,128.560107,2680,-,"조합놀이대 1개, 스프링목마 1개, 쥬퍼즐 1개, 제오드미러 1개, 구름모래탁자 1개",-,-,"파고라 3동, 운동기구 5개",2007-01-04,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00011,마산-어린이공원-3,어린이공원,경상남도 창원시 마산합포구 현동 1277번지,경상남도 창원시 마산합포구 현동 1277번지,35.146177,128.550638,4845,-,"조합놀이대 1개, 정안경 1개, 트리오만화경 1개, 흔들놀이 3개",-,-,"팔각정자 1동, 파고라 1동, 운동기구 4개",2007-01-04,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00010,마산-어린이공원-1,어린이공원,경상남도 창원시 마산합포구 현동 220번지,경상남도 창원시 마산합포구 현동 220번지,35.143427,128.55803,2057,-,"조합놀이대 1개, 스프링목마 1개, 쥬퍼즐 1개, 제오드미러 1개, 구름모래탁자 1개",-,-,"파고라 2동, 운동기구 5개",2007-01-04,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
48125-00009,마산-근린공원-26(현동공원),근린공원,경상남도 창원시 마산합포구 현동 1288번지 일원,경상남도 창원시 마산합포구 현동 1288번지 일원,35.146073,128.548538,9598,-,-,-,-,"사각파고라 2동, 저류지, 운동기구 4개",2007-01-04,경상남도 창원시청,055-220-4501,2019-09-24,5670000,경상남도 창원시
